,ResponseId,MainBranch,Employment,RemoteWork,EdLevel,YearsCode,OrgSize,Country,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,WorkExp,ConvertedCompYearly,C#,C,HTML/CSS,Python,Dart,Bash/Shell,JavaScript,Java,Haskell,Assembly,Go,Groovy,Crystal,PHP,Delphi,C++,Clojure,Kotlin,APL,Rust,TypeScript,COBOL,PowerShell,Scala,Elixir,F#,LISP,Ruby,Julia,MATLAB,Objective-C,Erlang,Swift,Fortran,OCaml,R,SQL,Perl,Lua,VBA
26814,26815,2,5,2,1,1,1,18,2,1,1,1,20,1,2,0.0,10060.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26818,26819,2,2,1,1,2,5,25,2,1,1,1,312,1,2,1.0,46024.0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26825,26826,2,2,1,2,1,3,1,2,1,1,1,1,1,2,0.0,140000.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
26826,26827,2,2,3,2,2,2,35,4,1,1,1,1,2,10,3.0,744624.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26827,26828,1,1,1,1,3,5,1,1,1,1,1,1,4,12,3.0,115000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26830,26831,2,2,2,7,2,8,4,2,1,1,1,35,1,2,1.0,90007.0,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0
26831,26832,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1.0,150000.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26833,26834,2,2,1,2,4,8,11,1,1,1,1,17,1,2,2.0,83093.0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1
26834,26835,1,6,1,6,4,9,9,3,1,1,1,4,1,2,2.0,103705.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26838,26839,2,2,1,1,2,4,1,2,1,1,1,1,1,4,2.0,180000.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26840,26841,2,2,1,2,3,1,16,2,3,2,2,5,3,6,0.0,54852.0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26843,26844,2,1,1,2,2,8,6,2,1,1,1,2,1,3,0.0,47172.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
26848,26849,2,2,2,1,4,5,1,1,1,1,1,1,1,26,2.0,105000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26849,26850,2,2,3,2,2,5,11,1,1,1,1,10,1,2,2.0,42372.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26860,26861,2,2,2,1,3,1,31,1,1,1,1,2,1,2,2.0,53322.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26863,26864,2,3,1,2,2,2,4,2,1,1,1,2,1,2,1.0,106644.0,0,0,1,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26865,26866,2,2,2,1,2,1,7,2,1,1,3,6,1,2,1.0,125544.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26869,26870,2,2,1,1,2,5,18,2,1,1,1,20,1,2,1.0,15480.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26872,26873,2,2,3,2,3,1,49,2,1,1,1,6,1,2,1.0,46800.0,1,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
26876,26877,2,1,1,1,2,4,17,5,1,1,1,1,1,2,0.0,49176.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26877,26878,2,3,1,1,2,2,18,2,1,1,4,20,1,2,0.0,59327.0,0,0,1,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26878,26879,2,2,2,2,3,1,7,3,1,1,1,1,1,2,2.0,251100.0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
26885,26886,2,2,2,1,3,4,49,2,1,1,1,6,1,1,1.0,104952.0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26886,26887,2,4,3,8,2,1,36,1,3,1,6,40,5,9,2.0,1368.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26907,26908,2,2,1,5,2,8,25,2,1,1,1,1,1,12,1.0,15168.0,1,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26910,26911,2,2,1,1,2,5,1,2,1,1,1,1,1,2,1.0,300000.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26916,26917,2,2,3,1,3,1,35,2,1,1,1,2,1,2,2.0,1365132.0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26918,26919,2,2,2,6,4,7,14,3,1,1,1,2,1,2,3.0,169613.0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26919,26920,2,2,2,1,4,8,14,1,1,1,1,4,1,2,2.0,70358.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26927,26928,2,1,2,1,4,4,24,1,1,1,1,2,1,2,3.0,74651.0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
26928,26929,1,3,1,6,3,2,50,1,1,1,2,2,1,2,2.0,22548.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
26931,26932,1,2,2,1,2,9,15,1,1,1,1,2,1,2,1.0,31993.0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26932,26933,2,2,2,2,4,3,4,3,1,1,1,2,1,2,2.0,79983.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26938,26939,2,2,3,2,4,1,79,4,1,1,1,2,1,2,3.0,511884.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26952,26953,2,2,1,2,4,4,1,4,1,1,1,1,1,2,3.0,310000.0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26959,26960,2,2,2,2,3,8,19,2,1,1,1,2,5,2,0.0,37325.0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26963,26964,2,1,1,2,3,4,120,2,1,1,1,10,1,2,1.0,25200.0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26975,26976,2,2,2,2,3,4,12,2,1,1,1,4,1,2,1.0,74651.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26982,26983,2,2,1,1,2,3,18,2,1,1,1,20,1,2,1.0,402396.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26984,26985,2,1,1,2,2,4,20,2,1,1,9,21,1,8,1.0,79983.0,0,0,1,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26992,26993,2,7,2,2,3,7,6,2,1,1,1,2,1,13,1.0,52728.0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
26993,26994,2,2,2,4,4,4,4,1,1,1,1,120,1,15,2.0,47990.0,1,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26996,26997,2,2,1,1,2,8,18,2,1,1,1,43,1,2,0.0,32501.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27010,27011,2,1,1,2,3,1,12,2,1,1,1,4,1,2,1.0,127972.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27011,27012,2,2,1,5,2,5,1,1,1,1,1,1,1,9,2.0,190000.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27012,27013,2,2,2,2,3,1,14,1,1,1,1,1,1,1,2.0,86691.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27014,27015,2,2,2,1,3,2,1,2,1,1,2,1,1,2,1.0,70000.0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27016,27017,2,2,2,4,2,1,4,2,2,1,1,2,1,2,1.0,31992.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27018,27019,2,2,1,1,2,1,18,2,1,1,1,20,1,2,0.0,18056.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27026,27027,2,2,1,1,2,10,11,5,1,1,1,1,1,2,0.0,13716.0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27028,27029,2,4,1,2,4,8,1,1,1,1,1,1,1,9,2.0,120000.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27030,27031,2,2,2,1,2,9,43,2,1,1,1,4,1,2,0.0,27516.0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27033,27034,2,2,1,1,2,2,18,2,2,1,1,18,1,2,0.0,3864.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27036,27037,2,2,2,5,2,4,1,2,1,1,1,1,1,9,1.0,70000.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27037,27038,2,2,2,2,2,2,4,2,1,1,1,4,1,2,0.0,34548.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27041,27042,2,3,2,6,3,5,50,1,1,1,1,1,1,9,2.0,144000.0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27051,27052,2,2,3,2,3,5,26,1,1,1,1,79,1,35,2.0,525557.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27053,27054,2,3,1,1,3,9,42,1,1,1,1,4,1,6,1.0,20700.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27055,27056,2,2,2,2,2,1,16,2,1,1,1,2,1,2,0.0,56076.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
27059,27060,2,2,3,1,1,1,69,5,1,1,1,40,1,2,0.0,3384.0,0,0,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27061,27062,2,2,1,2,1,7,14,2,2,1,1,7,1,2,0.0,87948.0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
27062,27063,2,2,2,2,2,5,7,2,1,1,1,6,1,2,1.0,179352.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27068,27069,2,2,3,1,2,4,40,5,1,1,1,40,1,2,0.0,38236.0,0,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27094,27095,2,2,1,1,2,4,46,3,1,1,1,4,1,2,1.0,50000.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
27097,27098,2,2,3,1,2,9,135,2,1,1,1,313,1,6,0.0,6684.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27100,27101,2,2,2,1,4,5,3,4,1,1,1,32,1,2,3.0,99167.0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
27101,27102,2,2,1,1,2,8,18,2,1,1,1,20,1,2,0.0,18572.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27103,27104,2,2,2,1,3,1,7,2,1,1,1,81,1,2,1.0,114792.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27107,27108,2,2,1,1,5,2,11,4,1,1,1,70,1,15,3.0,37392.0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27114,27115,2,2,1,5,4,1,3,3,1,1,1,1,4,2,3.0,109318.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27119,27120,2,1,1,4,2,4,2,5,1,1,1,4,1,6,0.0,40525.0,0,1,1,1,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27121,27122,2,2,2,1,4,5,1,2,1,1,7,96,1,13,1.0,210000.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27124,27125,2,3,1,4,2,2,1,5,1,1,1,12,1,17,1.0,200000.0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27125,27126,2,2,1,2,3,3,50,2,1,1,1,147,1,2,1.0,12527.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27127,27128,2,2,1,1,3,4,18,2,1,1,1,20,1,2,0.0,41271.0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
27128,27129,2,4,2,4,2,1,2,5,1,1,1,2,1,2,0.0,10236.0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27129,27130,2,2,2,1,2,8,1,2,1,1,1,1,1,4,0.0,138000.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27130,27131,1,2,1,4,2,4,4,1,1,1,1,2,1,2,2.0,63986.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27131,27132,2,4,1,5,3,2,10,1,1,1,1,2,1,13,2.0,58654.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27132,27133,2,2,3,1,1,2,108,5,1,1,1,1,1,2,0.0,1000.0,1,1,1,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27138,27139,2,2,2,1,4,9,1,1,1,1,1,1,1,26,2.0,100000.0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27144,27145,2,1,1,1,3,4,11,2,1,1,4,10,1,2,1.0,14952.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27145,27146,1,2,2,1,1,7,18,2,2,1,1,20,1,2,1.0,11607.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27146,27147,2,2,2,7,2,4,14,5,1,1,1,1,1,2,1.0,46487.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27147,27148,2,2,2,1,2,9,15,5,1,1,1,21,1,2,0.0,31993.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27153,27154,2,2,2,1,3,8,7,2,1,1,1,75,1,9,2.0,179352.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27156,27157,2,4,1,1,3,1,24,2,1,1,1,2,1,2,2.0,1036572.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27161,27162,2,2,1,2,4,8,1,3,1,1,1,1,1,6,3.0,180000.0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27176,27177,2,2,2,5,4,4,9,3,1,1,1,314,1,2,3.0,60149.0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27178,27179,2,1,1,2,2,4,11,5,1,1,1,35,1,2,0.0,27420.0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27181,27182,2,1,2,7,2,9,4,5,1,1,1,2,15,1,0.0,49908.0,0,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
27182,27183,2,2,2,2,4,1,4,1,1,1,1,4,1,2,2.0,95979.0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27186,27187,2,7,1,1,3,9,58,1,1,1,1,2,1,2,2.0,65435.0,1,0,1,1,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
27189,27190,2,2,3,1,1,4,71,2,1,1,1,16,1,9,0.0,15540.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27191,27192,2,1,2,1,2,8,4,1,2,1,1,2,1,2,1.0,69318.0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27193,27194,2,1,1,2,4,4,33,1,1,1,1,2,1,2,3.0,140772.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
27200,27201,2,2,1,9,3,5,1,1,3,2,2,5,1,6,0.0,170000.0,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27209,27210,2,2,1,5,1,1,14,2,1,1,1,1,1,5,0.0,50256.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27211,27212,2,2,3,1,2,8,18,2,1,1,1,20,1,2,0.0,28374.0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27215,27216,2,2,1,1,3,4,6,2,1,1,1,2,1,2,1.0,79920.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27218,27219,2,3,1,5,3,2,133,2,1,1,1,2,1,2,2.0,266609.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
27219,27220,2,2,1,5,2,5,71,5,1,1,1,6,1,2,1.0,37212.0,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27224,27225,2,2,2,2,2,8,19,2,1,1,1,2,1,2,0.0,26874.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27225,27226,1,2,1,1,3,9,1,3,1,1,1,1,1,2,3.0,83000.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27243,27244,2,2,2,1,2,10,43,2,1,1,1,68,1,2,1.0,54388.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27244,27245,2,2,2,1,4,1,1,3,1,1,1,1,1,2,2.0,130000.0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27253,27254,2,2,2,1,2,1,39,2,1,1,1,20,1,2,1.0,52692.0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27268,27269,2,1,1,1,2,7,17,1,1,1,1,2,1,2,2.0,194124.0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27279,27280,2,2,1,1,4,1,1,3,1,1,1,1,1,29,3.0,480000.0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
27289,27290,2,2,2,1,4,10,16,1,1,1,1,2,1,2,0.0,51684.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27290,27291,2,2,2,1,4,1,18,2,1,1,5,18,1,4,2.0,29400.0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
